,EEG.Fp1,EEG.AF3,EEG.F3,EEG.FC1,EEG.C3,EEG.FC3,EEG.T7,EEG.CP5,EEG.CP1,EEG.P1,EEG.P7,EEG.P9,EEG.PO3,EEG.O1,EEG.O9,EEG.POz,EEG.Oz,EEG.O10,EEG.O2,EEG.PO4,EEG.P10,EEG.P8,EEG.P2,EEG.CP2,EEG.CP6,EEG.T8,EEG.FC4,EEG.C4,EEG.FC2,EEG.F4,EEG.AF4,EEG.Fp2,number
0,0.2823148577152396,0.23123844308769156,0.2226042634558791,0.23000235749558576,0.23646864898256292,0.2514943438111599,0.20432428274612696,0.22361690453929112,0.2261116916691624,0.24398343689916746,0.23864760506454152,0.18724660533531734,0.18087025389544126,0.17824159537090395,0.20664971867842097,0.2627904519491245,0.24180098539606984,0.24520840193895904,0.1809550040073923,0.23348872837478482,0.22219103000328866,0.22494250294550752,0.21306025129416806,0.18604633655231959,0.2523427981009411,0.24383922808109537,0.24207978446557246,0.2505370673122867,0.23280491766994632,0.2750514102264289,0.2745680862861151,0.2696210270368661,0
1,0.30575642345910725,0.25703648261875595,0.2475770637916319,0.2515842389473977,0.2610856634169964,0.27464820060507866,0.22501720497744787,0.247203447666802,0.2538531637017065,0.2657384694779261,0.26781594874227943,0.20558318441815038,0.20445157976559142,0.19939338595008965,0.23195257233104202,0.2833862118201501,0.27384207475543354,0.27815948039408045,0.20152076003316388,0.2583652785799621,0.24479422063472236,0.2502743384795759,0.23656041542155157,0.20973093783804506,0.2708829203641904,0.2671238471005634,0.2781452438887895,0.2816964162580232,0.2652418403287654,0.305293272634676,0.30580763483482437,0.2947390259484017,0
2,0.31878107595562544,0.27016946387142265,0.2607621509376337,0.26484360067281176,0.27382888064040317,0.2875404815565272,0.2376427309551807,0.2595895577158179,0.2666451161456965,0.27848738932345063,0.2836088891146396,0.21528025585215418,0.21741983396224057,0.21015291159981403,0.24728649036169817,0.2967271600079968,0.29116739479643294,0.29592204698233654,0.21232476987667878,0.2709360691034088,0.2572428237786566,0.263474830133123,0.2497309725838463,0.2222451512002277,0.27949101350632516,0.28167487857010803,0.2971576281686149,0.29880902856444136,0.2806791557773266,0.3231717763314977,0.32341671316121334,0.3114306349523488,0
3,0.32784881210228345,0.27978548349714893,0.2694559452161204,0.27323218005570343,0.28211657566796994,0.2964576681845123,0.24684584031077175,0.2682559378972059,0.27490744976772147,0.288076278139939,0.29367773258306584,0.22171652868254588,0.22579173443593165,0.21690012257386646,0.25778931015269074,0.3062651639804582,0.3026772992561002,0.3079800538616333,0.2196720177880522,0.2797082637451361,0.26634824684081426,0.27208002805787806,0.25855361805381155,0.23027151348508734,0.2859595733798481,0.2916378454729919,0.30889596239836875,0.3095523597311599,0.2886563241305669,0.3341795770190251,0.3359280613857975,0.3226783716317514,0
4,0.33636951729336423,0.2888764774062664,0.27638082378088097,0.28045480288914815,0.2891702190072803,0.30439453750306555,0.25511257837062323,0.2759556508017715,0.2815104871436138,0.2961911196196207,0.30242681036361047,0.22774897190532598,0.23275013261451183,0.22285800884138762,0.26684792979625427,0.31498223770727085,0.3119373955699112,0.3175047971265121,0.2267271456190113,0.28770809349779636,0.27456121805475003,0.2797473440552377,0.2660799126840585,0.23771831550265365,0.292354852859102,0.3005690072042021,0.3188090252949407,0.31850739941263706,0.2946349687864168,0.3429903278764575,0.3464598518865539,0.33231021647671044,0
5,0.34512969699086693,0.2982737357252081,0.2829550039747122,0.28740134752691276,0.2956588850856865,0.31265100793900846,0.2626922212460348,0.2832782104200901,0.2883386984648884,0.3037516922787607,0.31080444959299464,0.23409430802191297,0.23913299486797243,0.22842140915185738,0.2758502057489109,0.3229851871832331,0.32020301698816006,0.3262433982891878,0.23398120461065147,0.295837327235215,0.2824589382424202,0.2874403608728613,0.2727249859532113,0.24524605496535506,0.29876791176550993,0.3089527200797299,0.3283119519213566,0.326760058824463,0.3003679547141557,0.3514672145243422,0.35662058522584456,0.34176956431619093,0
6,0.35351206270416224,0.30779811639233395,0.28970521332911187,0.2944180772590784,0.3020275131822251,0.3210803055941336,0.2700283971050357,0.2901261241346763,0.29541016284134924,0.3109075267278386,0.318688636825806,0.24004415082447453,0.2451743641417128,0.2342204317511336,0.2847880507333749,0.33109975633188327,0.3286242871046402,0.3347388056780634,0.24107063184682856,0.3037490935120279,0.2898785075650236,0.29474537771230147,0.2787309569255585,0.25277504051138966,0.30549175461688777,0.3173574479200149,0.33733569109202505,0.33510001687616103,0.306742530955885,0.3598329965408787,0.36706444199951593,0.3501506648984966,0
7,0.36146697468542044,0.31707994889588303,0.2965968173713384,0.30158788151733723,0.30820968758813355,0.32946338934886493,0.2777254329275555,0.29653841576287276,0.3027090190244793,0.31788707268434524,0.32606428549922356,0.24562178315809796,0.2512781172371625,0.24017434137844793,0.2937156404589925,0.3393303976953577,0.33680658366048283,0.3429399177278915,0.24808187128550038,0.31178479751486615,0.2968845269771954,0.30267841987932925,0.2845632498100309,0.26030992625859695,0.31270956040620657,0.32596200216553,0.34592472318496376,0.34382076875749296,0.3137001819464778,0.3679578413813706,0.3776006517019706,0.35777580807978404,0
8,0.3695654105716513,0.3263142662164168,0.30333852959780516,0.30918633289610076,0.31492140755904896,0.33772904608539234,0.2857353348843858,0.302606106963231,0.3101213433054635,0.3248900496746469,0.33316849685376904,0.25139179285634283,0.25736475936608494,0.2460889112894293,0.3027168910160864,0.34751606257154527,0.34518917730853776,0.3511186700667494,0.2550889702673802,0.32001532275141953,0.30392338425048704,0.3111533495210253,0.29074292757378,0.2681139148816649,0.3205742277892266,0.33503123809406393,0.35462448567857113,0.35281312554029737,0.32084026260931775,0.37627553796916596,0.38778159921061334,0.3658608492908349,0
9,0.3776940890026857,0.3346336638693141,0.3101404683148705,0.3166668978918849,0.32202677507090477,0.34586711854425317,0.2938521296379014,0.308993574314561,0.3174209859781654,0.33202201753948485,0.34018523919931837,0.257258922457215,0.26328910789205207,0.251561428045147,0.31175137320648083,0.3556717030138091,0.3536887383157179,0.35931518743981605,0.26196966582052145,0.32799885065207385,0.3106458612066218,0.31942676627507416,0.29701265602546806,0.27576545605989783,0.3289358911212312,0.3441021264300484,0.36362043200714544,0.3617912090089488,0.3279091516300418,0.3841656465745868,0.397365441195477,0.3748071944432983,0
